;;;;;;;;;;;
;;HOc2;LGOc6;;;HOc2;LGOc6;;;HOc2;LGOc6
 	42.165,35 ;10/6/15 8:30;1,9547;611,75;;6/10/15 8:30;1,9553;612;;6/10/15 21:30;1;205
 	42.165,38 ;10/6/15 9:00;1,9519;610,75;;6/10/15 9:00;1,9524;611;;6/10/15 22:00;4;2
 	42.165,40 ;10/6/15 9:30;1,9517;610,75;;6/10/15 9:30;1,9526;611,25;;6/10/15 22:30;6;2
 	42.165,42 ;10/6/15 10:00;1,9496;610;;6/10/15 10:00;1,95;610,5;;6/10/15 23:00;10;2
 	42.165,44 ;10/6/15 10:30;1,9416;607,25;;6/10/15 10:30;1,9422;607,75;;6/10/15 23:30;10;2
 	42.165,46 ;10/6/15 11:00;1,9374;606,25;;6/10/15 11:00;1,9381;606,75;;6/11/15 0:00;3;2
 	42.165,48 ;10/6/15 11:30;1,9466;609;;6/10/15 11:30;1,9472;609,25;;6/11/15 0:30;3;2
 	42.165,50 ;10/6/15 12:00;1,9464;608,75;;6/10/15 12:00;1,9467;609;;6/11/15 1:00;2;2
 	42.165,52 ;10/6/15 12:30;1,9472;609;;6/10/15 12:30;1,9478;609,5;;6/11/15 1:30;2;2
 	42.165,54 ;10/6/15 13:00;1,9416;607,5;;6/10/15 13:00;1,942;608;;6/11/15 2:00;2;10
 	42.165,56 ;10/6/15 13:30;1,9511;610,5;;6/10/15 13:30;1,9512;611;;6/11/15 2:30;35;192
 	42.165,58 ;10/6/15 14:00;1,9517;610,5;;6/10/15 14:00;1,9523;611;;6/11/15 3:00;62;34
 	42.165,60 ;10/6/15 14:30;1,9485;609,75;;6/10/15 14:30;1,9492;610,5;;6/11/15 3:30;159;1838
 	42.165,63 ;10/6/15 15:00;1,9482;609,75;;6/10/15 15:00;1,9485;610,25;;6/11/15 4:00;94;1054
 	42.165,65 ;10/6/15 15:30;1,9476;609,75;;6/10/15 15:30;1,9482;610,25;;6/11/15 4:30;58;216
 	42.165,67 ;10/6/15 16:00;1,9461;609;;6/10/15 16:00;1,9482;609,75;;6/11/15 5:00;67;56
 	42.165,69 ;10/6/15 16:30;1,939;608,25;;6/10/15 16:30;1,9649;610,25;;6/11/15 5:30;89;121
 	42.165,71 ;10/6/15 17:00;1,9437;609,75;;6/10/15;1,9437;611;;6/11/15;361;526
 	42.165,73 ;10/6/15 17:30;1,9486;609,75;;6/10/15 17:30;1,951;611;;6/11/15 6:30;173;326
 	42.165,77 ;10/6/15 18:30;1,9491;609,75;;6/10/15 18:30;1,9514;611;;6/11/15 7:00;219;100
 	42.165,79 ;10/6/15 19:00;1,9495;609,75;;6/10/15 19:00;1,9515;611;;6/11/15 7:30;539;58
 	42.165,81 ;10/6/15 19:30;1,9461;609,75;;6/10/15 19:30;1,9467;611;;6/11/15 8:00;1076;1042
 	42.165,83 ;10/6/15 20:00;1,9466;609,75;;6/10/15 20:00;1,9492;611;;6/11/15 8:30;2374;171
 	42.165,85 ;10/6/15 20:30;1,9471;609,25;;6/10/15 20:30;1,948;609,5;;6/11/15 9:00;1268;401
 	42.165,88 ;10/6/15 21:00;1,9447;608,5;;6/10/15 21:00;1,9471;609;;6/11/15 9:30;1170;137
 	42.165,90 ;10/6/15 21:30;1,945;608,75;;6/10/15 21:30;1,9469;609,25;;6/11/15 10:00;2247;1626
 	42.165,92 ;10/6/15 22:00;1,9471;609;;6/10/15 22:00;1,948;609,5;;6/11/15 10:30;2011;1305
 	42.165,94 ;10/6/15 22:30;1,948;609;;6/10/15 22:30;1,9482;609,5;;6/11/15 11:00;1356;97
 	42.165,96 ;10/6/15 23:00;1,9465;609;;6/10/15 23:00;1,9486;609,5;;6/11/15 11:30;1463;643
 	42.165,98 ;10/6/15 23:30;1,9483;609,75;;6/10/15 23:30;1,9504;610;;6/11/15 12:00;1085;443
 	42.166,00 ;11/6/15 0:00;1,9476;609,25;;6/11/15 0:00;1,9495;610;;6/11/15 12:30;1332;82
 	42.166,02 ;11/6/15 0:30;1,9477;609,25;;6/11/15 0:30;1,9495;609,75;;6/11/15 13:00;1538;24
 	42.166,04 ;11/6/15 1:00;1,9473;609,25;;6/11/15 1:00;1,9493;609,75;;6/11/15 13:30;5003;167
 	42.166,06 ;11/6/15 1:30;1,9476;609,5;;6/11/15 1:30;1,9494;609,75;;6/11/15 14:00;1821;613
 	42.166,08 ;11/6/15 2:00;1,9474;609,25;;6/11/15 2:00;1,9486;609,5;;6/11/15 14:30;622;20
 	42.166,10 ;11/6/15 2:30;1,9487;609,75;;6/11/15 2:30;1,9494;610,25;;6/11/15 15:00;55;17
 	42.166,13 ;11/6/15 3:00;1,9504;610,75;;6/11/15 3:00;1,9516;611,25;;6/11/15 15:30;243;3
 	42.166,15 ;11/6/15 3:30;1,9488;610,5;;6/11/15 3:30;1,9496;611;;6/11/15 16:00;188;3
 	42.166,17 ;11/6/15 4:00;1,9454;609,75;;6/11/15 4:00;1,9465;610,25;;6/11/15 16:30;52;16
 	42.166,19 ;11/6/15 4:30;1,9386;607,75;;6/11/15 4:30;1,9393;608;;6/11/15 17:00;52;16
 	42.166,21 ;11/6/15 5:00;1,9396;608,25;;6/11/15 5:00;1,9405;608,5;;6/11/15 17:30;17;16
 	42.166,23 ;11/6/15 5:30;1,9365;607,25;;6/11/15 5:30;1,9372;607,5;;6/11/15 18:30;1;16
 	42.166,25 ;11/6/15 6:00;1,9287;604,75;;6/11/15 6:00;1,9292;605;;6/11/15 19:00;1;16
 	42.166,27 ;11/6/15 6:30;1,9266;603,75;;6/11/15 6:30;1,927;604,25;;6/11/15 19:30;17;16
 	42.166,29 ;11/6/15 7:00;1,9292;604,25;;6/11/15 7:00;1,9297;604,75;;6/11/15 20:00;17;16
 	42.166,31 ;11/6/15 7:30;1,9333;606;;6/11/15 7:30;1,9341;606,5;;6/11/15 20:30;17;18
 	42.166,33 ;11/6/15 8:00;1,9389;607,25;;6/11/15 8:00;1,9394;607,75;;6/11/15 21:00;17;6
 	42.166,35 ;11/6/15 8:30;1,9381;606,75;;6/11/15 8:30;1,9386;607;;6/11/15 21:30;38;6
 	42.166,38 ;11/6/15 9:00;1,9336;606;;6/11/15 9:00;1,9342;606,5;;6/11/15 22:00;15;1
 	42.166,40 ;11/6/15 9:30;1,9309;605,25;;6/11/15 9:30;1,9316;605,75;;6/11/15 22:30;9;28
 	42.166,42 ;11/6/15 10:00;1,923;603;;6/11/15 10:00;1,9235;603,5;;6/11/15 23:00;24;7
 	42.166,44 ;11/6/15 10:30;1,9219;603;;6/11/15 10:30;1,9225;603,5;;6/11/15 23:30;9;8
 	42.166,46 ;11/6/15 11:00;1,9264;604,5;;6/11/15 11:00;1,9268;604,75;;6/12/15 0:00;3;8
 	42.166,48 ;11/6/15 11:30;1,9246;603,75;;6/11/15 11:30;1,9251;604;;6/12/15 0:30;11;8
 	42.166,50 ;11/6/15 12:00;1,9264;604,25;;6/11/15 12:00;1,9267;605;;6/12/15 1:00;11;9
 	42.166,52 ;11/6/15 12:30;1,93;605,5;;6/11/15 12:30;1,9304;606;;6/12/15 1:30;3;342
 	42.166,54 ;11/6/15 13:00;1,9289;605,25;;6/11/15 13:00;1,9294;605,75;;6/12/15 2:00;5;61
 	42.166,56 ;11/6/15 13:30;1,9288;605;;6/11/15 13:30;1,9292;605,25;;6/12/15 2:30;16;85
 	42.166,58 ;11/6/15 14:00;1,927;604,75;;6/11/15 14:00;1,9275;605,25;;6/12/15 3:00;83;505
 	42.166,60 ;11/6/15 14:30;1,9244;604;;6/11/15 14:30;1,9249;604,5;;6/12/15 3:30;121;1171
 	42.166,63 ;11/6/15 15:00;1,9263;604,25;;6/11/15 15:00;1,927;604,75;;6/12/15 4:00;93;760
 	42.166,65 ;11/6/15 15:30;1,9245;604;;6/11/15 15:30;1,9248;604,5;;6/12/15 4:30;86;341
 	42.166,67 ;11/6/15 16:00;1,9215;603;;6/11/15 16:00;1,923;603,75;;6/12/15 5:00;45;168
 	42.166,69 ;11/6/15 16:30;1,9025;603,5;;6/11/15 16:30;1,9649;604,25;;6/12/15 5:30;71;386
 	42.166,71 ;11/6/15 17:00;1,9237;602,75;;6/11/15;1,9237;604;;6/12/15;86;8
 	42.166,73 ;11/6/15 17:30;1,9215;602,75;;6/11/15 17:30;1,9225;604;;6/12/15 6:30;46;66
 	42.166,77 ;11/6/15 18:30;1,921;602,75;;6/11/15 18:30;1,9216;604;;6/12/15 7:00;70;424
 	42.166,79 ;11/6/15 19:00;1,9211;602,75;;6/11/15 19:00;1,9215;604;;6/12/15 7:30;313;338
 	42.166,81 ;11/6/15 19:30;1,921;602,75;;6/11/15 19:30;1,922;604;;6/12/15 8:00;1079;194
 	42.166,83 ;11/6/15 20:00;1,9193;602,75;;6/11/15 20:00;1,9202;604;;6/12/15 8:30;1314;162
 	42.166,85 ;11/6/15 20:30;1,9184;604,25;;6/11/15 20:30;1,9197;605;;6/12/15 9:00;1496;613
 	42.166,88 ;11/6/15 21:00;1,9204;604,5;;6/11/15 21:00;1,9211;605;;6/12/15 9:30;1470;265
 	42.166,90 ;11/6/15 21:30;1,9204;605;;6/11/15 21:30;1,9208;605,25;;6/12/15 10:00;2109;1245
 	42.166,92 ;11/6/15 22:00;1,9208;605;;6/11/15 22:00;1,9218;605,25;;6/12/15 10:30;1377;2009
 	42.166,94 ;11/6/15 22:30;1,9209;605;;6/11/15 22:30;1,9211;605,25;;6/12/15 11:00;1195;1880
 	42.166,96 ;11/6/15 23:00;1,9192;604,5;;6/11/15 23:00;1,9201;605;;6/12/15 11:30;1603;1170
 	42.166,98 ;11/6/15 23:30;1,9203;604,75;;6/11/15 23:30;1,9214;605;;6/12/15 12:00;942;473
 	42.167,00 ;12/6/15 0:00;1,9202;604,75;;6/12/15 0:00;1,9208;605;;6/12/15 12:30;1661;72
 	42.167,02 ;12/6/15 0:30;1,9179;604;;6/12/15 0:30;1,919;604,25;;6/12/15 13:00;1462;44
 	42.167,04 ;12/6/15 1:00;1,9165;603,5;;6/12/15 1:00;1,9184;604;;6/12/15 13:30;4563;2835
 	42.167,06 ;12/6/15 1:30;1,9181;604,25;;6/12/15 1:30;1,9194;604,75;;6/12/15 14:00;1349;625
 	42.167,08 ;12/6/15 2:00;1,9149;603,25;;6/12/15 2:00;1,9161;603,75;;6/12/15 14:30;550;151
 	42.167,10 ;12/6/15 2:30;1,9161;603,75;;6/12/15 2:30;1,917;604;;6/12/15 15:00;190;37
 	42.167,13 ;12/6/15 3:00;1,913;602,75;;6/12/15 3:00;1,9137;603,25;;6/12/15 15:30;78;73
 	42.167,15 ;12/6/15 3:30;1,9136;602,25;;6/12/15 3:30;1,9148;602,75;;6/12/15 16:00;23;32
 	42.167,17 ;12/6/15 4:00;1,9069;600,75;;6/12/15 4:00;1,9078;601;;6/12/15 16:30;70;7
 	42.167,19 ;12/6/15 4:30;1,9082;600,75;;6/12/15 4:30;1,9089;601;;6/12/15 17:00;70;9
 	42.167,21 ;12/6/15 5:00;1,9119;601,75;;6/12/15 5:00;1,913;602,25;;6/14/15 18:30;23;10
 	42.167,23 ;12/6/15 5:30;1,9203;604,5;;6/12/15 5:30;1,9211;604,75;;6/14/15 19:00;3;18
 	42.167,25 ;12/6/15 6:00;1,9202;604,5;;6/12/15 6:00;1,9211;604,75;;6/14/15 19:30;24;2
 	42.167,27 ;12/6/15 6:30;1,92;604,5;;6/12/15 6:30;1,9208;604,75;;6/14/15 20:00;21;10
 	42.167,29 ;12/6/15 7:00;1,9125;602,25;;6/12/15 7:00;1,9135;602,75;;6/14/15 20:30;3;10
 	42.167,31 ;12/6/15 7:30;1,9153;603;;6/12/15 7:30;1,9156;603,25;;6/14/15 21:00;9;10
 	42.167,33 ;12/6/15 8:00;1,9138;602;;6/12/15 8:00;1,9143;602,5;;6/14/15 21:30;2;4
 	42.167,35 ;12/6/15 8:30;1,9169;602,75;;6/12/15 8:30;1,9174;603,25;;6/14/15 22:00;2;9
 	42.167,38 ;12/6/15 9:00;1,923;604,5;;6/12/15 9:00;1,9233;604,75;;6/14/15 22:30;59;80
 	42.167,40 ;12/6/15 9:30;1,9085;600,25;;6/12/15 9:30;1,9087;600,5;;6/14/15 23:00;59;3
 	42.167,42 ;12/6/15 10:00;1,9122;602;;6/12/15 10:00;1,9128;602,25;;6/14/15 23:30;28;21
 	42.167,44 ;12/6/15 10:30;1,9109;600,75;;6/12/15 10:30;1,9112;601;;6/15/15 0:00;51;18
 	42.167,46 ;12/6/15 11:00;1,9104;601;;6/12/15 11:00;1,9107;601,25;;6/15/15 0:30;51;1
 	42.167,48 ;12/6/15 11:30;1,9134;602;;6/12/15 11:30;1,914;602,25;;6/15/15 1:00;27;28
 	42.167,50 ;12/6/15 12:00;1,9113;601,5;;6/12/15 12:00;1,9118;601,75;;6/15/15 1:30;31;2
 	42.167,52 ;12/6/15 12:30;1,9123;601,5;;6/12/15 12:30;1,9127;601,75;;6/15/15 2:00;8;2
 	42.167,54 ;12/6/15 13:00;1,9124;601,5;;6/12/15 13:00;1,9128;602;;6/15/15 2:30;96;217
 	42.167,56 ;12/6/15 13:30;1,8966;597;;6/12/15 13:30;1,8969;597,25;;6/15/15 3:00;42;69
 	42.167,58 ;12/6/15 14:00;1,8965;597;;6/12/15 14:00;1,8968;597,5;;6/15/15 3:30;154;1854
 	42.167,60 ;12/6/15 14:30;1,8954;596,5;;6/12/15 14:30;1,896;597;;6/15/15 4:00;60;491
 	42.167,63 ;12/6/15 15:00;1,894;596,25;;6/12/15 15:00;1,8946;596,75;;6/15/15 4:30;71;1018
 	42.167,65 ;12/6/15 15:30;1,8948;596,75;;6/12/15 15:30;1,8962;597,25;;6/15/15 5:00;156;520
 	42.167,67 ;12/6/15 16:00;1,8972;597,5;;6/12/15 16:00;1,8976;598;;6/15/15 5:30;570;610
 	42.167,69 ;12/6/15 16:30;1,88;596,75;;6/12/15 16:30;1,9649;597,5;;6/15/15 6:00;190;138
 	42.167,71 ;12/6/15 17:00;1,88;596;;6/12/15;1,9649;599,25;;6/15/15;125;1158
 	42.169,77 ;14/6/15 18:30;1,8847;594;;6/14/15 18:30;1,8868;594,5;;6/15/15 7:00;195;618
 	42.169,79 ;14/6/15 19:00;1,8873;594,5;;6/14/15 19:00;1,8879;595;;6/15/15 7:30;290;708
 	42.169,81 ;14/6/15 19:30;1,8898;595,5;;6/14/15 19:30;1,8902;595,75;;6/15/15 8:00;630;480
 	42.169,83 ;14/6/15 20:00;1,888;595;;6/14/15 20:00;1,8884;595,25;;6/15/15 8:30;2095;1719
 	42.169,85 ;14/6/15 20:30;1,8865;594,5;;6/14/15 20:30;1,8874;595,25;;6/15/15 9:00;2701;421
 	42.169,88 ;14/6/15 21:00;1,8871;594,5;;6/14/15 21:00;1,8874;595,25;;6/15/15 9:30;823;913
 	42.169,90 ;14/6/15 21:30;1,8874;594,75;;6/14/15 21:30;1,8884;595,25;;6/15/15 10:00;1490;1831
 	42.169,92 ;14/6/15 22:00;1,8882;595,25;;6/14/15 22:00;1,8891;595,5;;6/15/15 10:30;2495;2408
 	42.169,94 ;14/6/15 22:30;1,8878;595;;6/14/15 22:30;1,8885;595,5;;6/15/15 11:00;1459;1130
 	42.169,96 ;14/6/15 23:00;1,8883;595,25;;6/14/15 23:00;1,8885;595,5;;6/15/15 11:30;1015;425
 	42.169,98 ;14/6/15 23:30;1,8888;595,25;;6/14/15 23:30;1,8899;595,75;;6/15/15 12:00;892;2704
 	42.170,00 ;15/6/15 0:00;1,8882;595,25;;6/15/15 0:00;1,8888;595,75;;6/15/15 12:30;1114;708
 	42.170,02 ;15/6/15 0:30;1,888;595,25;;6/15/15 0:30;1,8887;595,75;;6/15/15 13:00;1512;275
 	42.170,04 ;15/6/15 1:00;1,8892;595,5;;6/15/15 1:00;1,89;596;;6/15/15 13:30;4541;800
 	42.170,06 ;15/6/15 1:30;1,8929;596,5;;6/15/15 1:30;1,8943;597;;6/15/15 14:00;719;24
 	42.170,08 ;15/6/15 2:00;1,8941;596,75;;6/15/15 2:00;1,8953;597,25;;6/15/15 14:30;527;6
 	42.170,10 ;15/6/15 2:30;1,8938;596,5;;6/15/15 2:30;1,8944;596,75;;6/15/15 15:00;250;7
 	42.170,13 ;15/6/15 3:00;1,8933;596,5;;6/15/15 3:00;1,8939;596,75;;6/15/15 15:30;72;3
 	42.170,15 ;15/6/15 3:30;1,8868;594,5;;6/15/15 3:30;1,8874;594,75;;6/15/15 16:00;57;3
 	42.170,17 ;15/6/15 4:00;1,8901;595,25;;6/15/15 4:00;1,8913;595,75;;6/15/15 16:30;18;3
 	42.170,19 ;15/6/15 4:30;1,8822;593,25;;6/15/15 4:30;1,8828;593,5;;6/15/15 17:00;18;3
 	42.170,21 ;15/6/15 5:00;1,876;591;;6/15/15 5:00;1,877;591,25;;6/15/15 17:30;4;3
 	42.170,23 ;15/6/15 5:30;1,8722;590,5;;6/15/15 5:30;1,8729;591;;6/15/15 18:30;1;3
 	42.170,25 ;15/6/15 6:00;1,8722;590,5;;6/15/15 6:00;1,8729;590,75;;6/15/15 19:00;2;3
 	42.170,27 ;15/6/15 6:30;1,8697;589,75;;6/15/15 6:30;1,8705;590;;6/15/15 19:30;24;3
 	42.170,29 ;15/6/15 7:00;1,8707;589,75;;6/15/15 7:00;1,8715;590,25;;6/15/15 20:00;1;3
 	42.170,31 ;15/6/15 7:30;1,8699;589,75;;6/15/15 7:30;1,8705;590;;6/15/15 20:30;3;3
 	42.170,33 ;15/6/15 8:00;1,8688;589;;6/15/15 8:00;1,8694;589,25;;6/15/15 21:00;43;12
 	42.170,35 ;15/6/15 8:30;1,8726;590,75;;6/15/15 8:30;1,8729;591;;6/15/15 21:30;4;8
 	42.170,38 ;15/6/15 9:00;1,8778;592,5;;6/15/15 9:00;1,8784;592,75;;6/15/15 22:00;21;8
 	42.170,40 ;15/6/15 9:30;1,8802;592,75;;6/15/15 9:30;1,8808;593,25;;6/15/15 22:30;21;8
 	42.170,42 ;15/6/15 10:00;1,8821;593,5;;6/15/15 10:00;1,8825;594;;6/15/15 23:00;21;8
 	42.170,44 ;15/6/15 10:30;1,8782;592,5;;6/15/15 10:30;1,8787;592,75;;6/15/15 23:30;49;8
 	42.170,46 ;15/6/15 11:00;1,8842;593,5;;6/15/15 11:00;1,8846;593,75;;6/16/15 0:00;64;3
 	42.170,48 ;15/6/15 11:30;1,8845;593,5;;6/15/15 11:30;1,8851;594;;6/16/15 0:30;2;8
 	42.170,50 ;15/6/15 12:00;1,8834;592,75;;6/15/15 12:00;1,8841;593;;6/16/15 1:00;16;4
 	42.170,52 ;15/6/15 12:30;1,8873;594;;6/15/15 12:30;1,8877;594,5;;6/16/15 1:30;19;4
 	42.170,54 ;15/6/15 13:00;1,8872;594,25;;6/15/15 13:00;1,8877;594,5;;6/16/15 2:00;22;28
 	42.170,56 ;15/6/15 13:30;1,8786;592,25;;6/15/15 13:30;1,8788;592,75;;6/16/15 2:30;125;798
 	42.170,58 ;15/6/15 14:00;1,8784;592;;6/15/15 14:00;1,879;592,5;;6/16/15 3:00;68;543
 	42.170,60 ;15/6/15 14:30;1,8782;591,75;;6/15/15 14:30;1,8787;592,25;;6/16/15 3:30;146;489
 	42.170,63 ;15/6/15 15:00;1,878;591,75;;6/15/15 15:00;1,8785;592,25;;6/16/15 4:00;219;173
 	42.170,65 ;15/6/15 15:30;1,8764;591,25;;6/15/15 15:30;1,8771;592;;6/16/15 4:30;148;272
 	42.170,67 ;15/6/15 16:00;1,8762;591,25;;6/15/15 16:00;1,8765;591,75;;6/16/15 5:00;200;802
 	42.170,69 ;15/6/15 16:30;1,875;591,25;;6/15/15 16:30;1,9649;592,25;;6/16/15 5:30;70;348
 	42.170,71 ;15/6/15 17:00;1,8755;590,75;;6/15/15;1,8755;592,25;;6/16/15;55;102
 	42.170,73 ;15/6/15 17:30;1,8755;590,75;;6/15/15 17:30;1,8764;592,25;;6/16/15 6:30;236;139
 	42.170,77 ;15/6/15 18:30;1,875;590,75;;6/15/15 18:30;1,876;592,25;;6/16/15 7:00;138;98
 	42.170,79 ;15/6/15 19:00;1,875;590,75;;6/15/15 19:00;1,8762;592,25;;6/16/15 7:30;269;530
 	42.170,81 ;15/6/15 19:30;1,8754;590,75;;6/15/15 19:30;1,8772;592,25;;6/16/15 8:00;1295;626
 	42.170,83 ;15/6/15 20:00;1,8759;590,75;;6/15/15 20:00;1,8772;592,25;;6/16/15 8:30;1573;130
 	42.170,85 ;15/6/15 20:30;1,8774;592;;6/15/15 20:30;1,8784;592,25;;6/16/15 9:00;1028;179
 	42.170,88 ;15/6/15 21:00;1,8826;593,75;;6/15/15 21:00;1,8841;594,25;;6/16/15 9:30;2750;675
 	42.170,90 ;15/6/15 21:30;1,8826;594;;6/15/15 21:30;1,8836;594,5;;6/16/15 10:00;1287;572
 	42.170,92 ;15/6/15 22:00;1,8856;594,75;;6/15/15 22:00;1,8865;595,25;;6/16/15 10:30;2136;1324
 	42.170,94 ;15/6/15 22:30;1,885;594,5;;6/15/15 22:30;1,8862;595;;6/16/15 11:00;1374;1964
 	42.170,96 ;15/6/15 23:00;1,8834;593,75;;6/15/15 23:00;1,8843;594,5;;6/16/15 11:30;1833;1520
 	42.170,98 ;15/6/15 23:30;1,8832;594;;6/15/15 23:30;1,8843;594,75;;6/16/15 12:00;1277;2156
 	42.171,00 ;16/6/15 0:00;1,8871;594,75;;6/16/15 0:00;1,8877;595,25;;6/16/15 12:30;834;155
 	42.171,02 ;16/6/15 0:30;1,8864;594,5;;6/16/15 0:30;1,8872;595;;6/16/15 13:00;1369;543
 	42.171,04 ;16/6/15 1:00;1,8883;595;;6/16/15 1:00;1,8897;595,75;;6/16/15 13:30;4253;479
 	42.171,06 ;16/6/15 1:30;1,8857;594,5;;6/16/15 1:30;1,887;595;;6/16/15 14:00;1538;64
 	42.171,08 ;16/6/15 2:00;1,8844;594;;6/16/15 2:00;1,8858;594,5;;6/16/15 14:30;897;5
 	42.171,10 ;16/6/15 2:30;1,8861;594,25;;6/16/15 2:30;1,8866;594,75;;6/16/15 15:00;351;63
 	42.171,13 ;16/6/15 3:00;1,8803;592,75;;6/16/15 3:00;1,8808;593,25;;6/16/15 15:30;519;25
 	42.171,15 ;16/6/15 3:30;1,8792;593;;6/16/15 3:30;1,8806;593,25;;6/16/15 16:00;294;29
 	42.171,17 ;16/6/15 4:00;1,88;593;;6/16/15 4:00;1,8808;593,5;;6/16/15 16:30;42;38
 	42.171,19 ;16/6/15 4:30;1,8708;590,5;;6/16/15 4:30;1,8715;590,75;;6/16/15 17:30;6;38
 	42.171,21 ;16/6/15 5:00;1,8749;591,5;;6/16/15 5:00;1,8757;591,75;;6/16/15 18:30;1;38
 	42.171,23 ;16/6/15 5:30;1,8743;591,5;;6/16/15 5:30;1,875;592;;6/16/15 19:00;2;38
 	42.171,25 ;16/6/15 6:00;1,8771;592,25;;6/16/15 6:00;1,8779;592,75;;6/16/15 19:30;18;38
 	42.171,27 ;16/6/15 6:30;1,8744;591,5;;6/16/15 6:30;1,8751;591,75;;6/16/15 20:00;18;38
 	42.171,29 ;16/6/15 7:00;1,8801;593;;6/16/15 7:00;1,8806;593,25;;6/16/15 20:30;8;44
 	42.171,31 ;16/6/15 7:30;1,8803;592,75;;6/16/15 7:30;1,8812;593;;6/16/15 21:00;104;46
 	42.171,33 ;16/6/15 8:00;1,8765;591,5;;6/16/15 8:00;1,877;591,75;;6/16/15 21:30;104;6
 	42.171,35 ;16/6/15 8:30;1,8803;592,5;;6/16/15 8:30;1,8807;593;;6/16/15 22:00;7;6
 	42.171,38 ;16/6/15 9:00;1,8814;592,75;;6/16/15 9:00;1,8819;593,25;;6/16/15 22:30;1;6
 	42.171,40 ;16/6/15 9:30;1,8816;592;;6/16/15 9:30;1,8821;592,5;;6/16/15 23:00;1;10
 	42.171,42 ;16/6/15 10:00;1,8826;592,5;;6/16/15 10:00;1,8831;593;;6/16/15 23:30;2;115
 	42.171,44 ;16/6/15 10:30;1,8863;593;;6/16/15 10:30;1,8868;593,25;;6/17/15 0:00;1;135
 	42.171,46 ;16/6/15 11:00;1,8852;593;;6/16/15 11:00;1,8858;593,25;;6/17/15 0:30;3;135
 	42.171,48 ;16/6/15 11:30;1,8827;592,5;;6/16/15 11:30;1,8831;592,75;;6/17/15 1:00;20;84
 	42.171,50 ;16/6/15 12:00;1,8825;592,5;;6/16/15 12:00;1,8829;592,75;;6/17/15 1:30;55;50
 	42.171,52 ;16/6/15 12:30;1,8875;593,75;;6/16/15 12:30;1,8879;594,25;;6/17/15 2:00;10;9
 	42.171,54 ;16/6/15 13:00;1,8874;594;;6/16/15 13:00;1,8878;594,25;;6/17/15 2:30;18;23
 	42.171,56 ;16/6/15 13:30;1,8918;594,75;;6/16/15 13:30;1,8922;595;;6/17/15 3:00;34;425
 	42.171,58 ;16/6/15 14:00;1,8928;594,75;;6/16/15 14:00;1,8934;595,25;;6/17/15 3:30;202;806
 	42.171,60 ;16/6/15 14:30;1,891;594,5;;6/16/15 14:30;1,8914;595;;6/17/15 4:00;662;2406
 	42.171,63 ;16/6/15 15:00;1,8907;594,75;;6/16/15 15:00;1,8915;595;;6/17/15 4:30;165;732
 	42.171,65 ;16/6/15 15:30;1,8914;594,75;;6/16/15 15:30;1,8928;595;;6/17/15 5:00;82;1136
 	42.171,67 ;16/6/15 16:00;1,8922;594,5;;6/16/15 16:00;1,8939;595,5;;6/17/15 5:30;1231;1554
 	42.171,69 ;16/6/15 16:30;1,86;594,5;;6/16/15 16:30;1,93;595,5;;6/17/15 6:00;121;654
 	42.171,71 ;16/6/15 17:00;1,89;593,75;;6/16/15;1,898;595,5;;6/17/15;222;181
 	42.171,73 ;16/6/15 17:30;1,8926;593,75;;6/16/15 17:30;1,8936;595,5;;6/17/15 7:00;733;247
 	42.171,77 ;16/6/15 18:30;1,891;593,75;;6/16/15 18:30;1,8925;595,5;;6/17/15 7:30;1394;400
 	42.171,79 ;16/6/15 19:00;1,8909;593,75;;6/16/15 19:00;1,892;595,5;;6/17/15 8:00;2389;322
 	42.171,81 ;16/6/15 19:30;1,8914;593,75;;6/16/15 19:30;1,8924;595,5;;6/17/15 8:30;2826;3913
 	42.171,83 ;16/6/15 20:00;1,8914;593,75;;6/16/15 20:00;1,8924;595,5;;6/17/15 9:00;3799;1260
 	42.171,85 ;16/6/15 20:30;1,8916;594,25;;6/16/15 20:30;1,8922;594,5;;6/17/15 9:30;2422;3215
 	42.171,88 ;16/6/15 21:00;1,8913;594,25;;6/16/15 21:00;1,8925;594,75;;6/17/15 10:00;4736;4361
 	42.171,90 ;16/6/15 21:30;1,8914;594;;6/16/15 21:30;1,8922;594,5;;6/17/15 10:30;3184;2690
 	42.171,92 ;16/6/15 22:00;1,8907;593,75;;6/16/15 22:00;1,8916;594,5;;6/17/15 11:00;3714;2722
 	42.171,94 ;16/6/15 22:30;1,89;593,75;;6/16/15 22:30;1,8914;594,5;;6/17/15 11:30;2809;1247
 	42.171,96 ;16/6/15 23:00;1,8906;594;;6/16/15 23:00;1,8921;594,75;;6/17/15 12:00;844;875
 	42.171,98 ;16/6/15 23:30;1,8914;594;;6/16/15 23:30;1,8925;594,75;;6/17/15 12:30;1331;576
 	42.172,00 ;17/6/15 0:00;1,8919;594,25;;6/17/15 0:00;1,8927;594,75;;6/17/15 13:00;1492;46
 	42.172,02 ;17/6/15 0:30;1,8922;594,5;;6/17/15 0:30;1,8929;594,75;;6/17/15 13:30;7131;1385
 	42.172,04 ;17/6/15 1:00;1,8932;594,75;;6/17/15 1:00;1,8936;595;;6/17/15 14:00;630;94
 	42.172,06 ;17/6/15 1:30;1,8946;595;;6/17/15 1:30;1,8958;595,5;;6/17/15 14:30;674;64
